region,year,births,region_standard
Агинский Бурятский округ (Забайкальский край),2006,1335.0,Забайкальский край
Агинский Бурятский округ (Забайкальский край),2007,1531.0,Забайкальский край
Агинский Бурятский округ (Забайкальский край),2008,1756.0,Забайкальский край
Агинский Бурятский округ (Забайкальский край),2009,1738.0,Забайкальский край
Агинский Бурятский округ (Забайкальский край),2010,1831.0,Забайкальский край
Алтайский край,2006,25512.99,Алтайский край
Алтайский край,2007,28209.0,Алтайский край
Алтайский край,2008,30710.96,Алтайский край
Алтайский край,2009,31037.99,Алтайский край
Алтайский край,2010,30862.98,Алтайский край
Алтайский край,2011,30738.98,Алтайский край
Алтайский край,2012,32694.99,Алтайский край
Алтайский край,2013,32460.99,Алтайский край
Алтайский край,2014,31428.98,Алтайский край
Алтайский край,2015,30064.99,Алтайский край
Алтайский край,2016,28866.99,Алтайский край
Алтайский край,2017,25524.98,Алтайский край
Алтайский край,2018,23491.0,Алтайский край
Алтайский край,2019,21117.0,Алтайский край
Алтайский край,2020,19976.0,Алтайский край
Алтайский край,2021,18992.0,Алтайский край
Амурская область,2006,10405.0,Амурская область
Амурская область,2007,10934.99,Амурская область
Амурская область,2008,11233.0,Амурская область
Амурская область,2009,11383.98,Амурская область
Амурская область,2010,11473.0,Амурская область
Амурская область,2011,11188.0,Амурская область
Амурская область,2012,11733.0,Амурская область
Амурская область,2013,11482.99,Амурская область
Амурская область,2014,11158.99,Амурская область
Амурская область,2015,10781.0,Амурская область
Амурская область,2016,10377.0,Амурская область
Амурская область,2017,9430.0,Амурская область
Амурская область,2018,8889.0,Амурская область
Амурская область,2019,7919.0,Амурская область
Амурская область,2020,7853.0,Амурская область
Амурская область,2021,7343.0,Амурская область
Архангельская область,2006,13991.0,Архангельская область
Архангельская область,2007,15088.0,Архангельская область
Архангельская область,2008,15271.0,Архангельская область
Архангельская область,2009,15461.0,Архангельская область
Архангельская область,2010,15514.0,Архангельская область
Архангельская область,2011,14894.0,Архангельская область
Архангельская область,2012,15470.0,Архангельская область
Архангельская область,2013,15295.0,Архангельская область
Архангельская область,2014,15048.0,Архангельская область
Архангельская область,2015,14670.0,Архангельская область
Архангельская область,2016,14121.0,Архангельская область
Архангельская область,2017,12388.99,Архангельская область
Архангельская область,2018,11278.99,Архангельская область
Архангельская область,2019,10253.0,Архангельская область
Архангельская область,2020,9500.0,Архангельская область
Архангельская область,2021,9040.0,Архангельская область
Архангельская область (кроме Ненецкого автономного округа),2014,14331.0,Архангельская область
Архангельская область (кроме Ненецкого автономного округа),2015,13907.99,Архангельская область
Архангельская область (кроме Ненецкого автономного округа),2016,13313.0,Архангельская область
Архангельская область (кроме Ненецкого автономного округа),2017,11714.0,Архангельская область
Архангельская область (кроме Ненецкого автономного округа),2018,10671.0,Архангельская область
Архангельская область (кроме Ненецкого автономного округа),2019,9662.0,Архангельская область
Архангельская область (кроме Ненецкого автономного округа),2020,8906.0,Архангельская область
Архангельская область (кроме Ненецкого автономного округа),2021,8487.0,Архангельская область
Астраханская область,2006,12356.99,Астраханская область
Астраханская область,2007,13370.0,Астраханская область
Астраханская область,2008,14200.0,Астраханская область
Астраханская область,2009,14350.0,Астраханская область
Астраханская область,2010,14355.0,Астраханская область
Астраханская область,2011,14377.99,Астраханская область
Астраханская область,2012,15304.0,Астраханская область
Астраханская область,2013,15042.0,Астраханская область
Астраханская область,2014,15216.0,Астраханская область
Астраханская область,2015,14875.0,Астраханская область
Астраханская область,2016,14270.0,Астраханская область
Астраханская область,2017,12321.0,Астраханская область
Астраханская область,2018,11800.0,Астраханская область
Астраханская область,2019,11005.0,Астраханская область
Астраханская область,2020,10910.99,Астраханская область
Астраханская область,2021,10709.0,Астраханская область
Белгородская область,2006,14269.0,Белгородская область
Белгородская область,2007,15666.0,Белгородская область
Белгородская область,2008,16810.0,Белгородская область
Белгородская область,2009,16911.0,Белгородская область
Белгородская область,2010,16669.0,Белгородская область
Белгородская область,2011,16894.0,Белгородская область
Белгородская область,2012,17913.0,Белгородская область
Белгородская область,2013,17883.0,Белгородская область
Белгородская область,2014,17822.0,Белгородская область
Белгородская область,2015,17864.0,Белгородская область
Белгородская область,2016,17261.0,Белгородская область
Белгородская область,2017,15113.0,Белгородская область
Белгородская область,2018,14318.0,Белгородская область
Белгородская область,2019,13197.99,Белгородская область
Белгородская область,2020,12351.99,Белгородская область
Белгородская область,2021,12223.0,Белгородская область
Брянская область,2006,12042.0,Брянская область
Брянская область,2007,13282.99,Брянская область
Брянская область,2008,14319.0,Брянская область
Брянская область,2009,14406.0,Брянская область
Брянская область,2010,13773.0,Брянская область
Брянская область,2011,13806.0,Брянская область
Брянская область,2012,14376.0,Брянская область
Брянская область,2013,13855.0,Брянская область
Брянская область,2014,13657.99,Брянская область
Брянская область,2015,14067.0,Брянская область
Брянская область,2016,13379.0,Брянская область
Брянская область,2017,11552.99,Брянская область
Брянская область,2018,11124.0,Брянская область
Брянская область,2019,10028.0,Брянская область
Брянская область,2020,9480.0,Брянская область
Брянская область,2021,9047.0,Брянская область
Владимирская область,2006,13915.0,Владимирская область
Владимирская область,2007,14679.0,Владимирская область
Владимирская область,2008,15699.0,Владимирская область
Владимирская область,2009,15520.0,Владимирская область
Владимирская область,2010,15540.0,Владимирская область
Владимирская область,2011,15644.0,Владимирская область
Владимирская область,2012,16445.0,Владимирская область
Владимирская область,2013,15777.0,Владимирская область
Владимирская область,2014,15817.0,Владимирская область
Владимирская область,2015,16284.0,Владимирская область
Владимирская область,2016,15662.0,Владимирская область
Владимирская область,2017,13395.0,Владимирская область
Владимирская область,2018,12658.0,Владимирская область
Владимирская область,2019,11158.0,Владимирская область
Владимирская область,2020,10120.0,Владимирская область
Владимирская область,2021,9780.0,Владимирская область
Волгоградская область,2006,25870.96,Волгоградская область
Волгоградская область,2007,27851.99,Волгоградская область
Волгоградская область,2008,29507.98,Волгоградская область
Волгоградская область,2009,29631.99,Волгоградская область
Волгоградская область,2010,29532.0,Волгоградская область
Волгоградская область,2011,28965.97,Волгоградская область
Волгоградская область,2012,30251.98,Волгоградская область
Волгоградская область,2013,29843.98,Волгоградская область
Волгоградская область,2014,29577.0,Волгоградская область
Волгоградская область,2015,29481.97,Волгоградская область
Волгоградская область,2016,28387.97,Волгоградская область
Волгоградская область,2017,25173.0,Волгоградская область
Волгоградская область,2018,23463.98,Волгоградская область
Волгоградская область,2019,21094.0,Волгоградская область
Волгоградская область,2020,19663.0,Волгоградская область
Волгоградская область,2021,19555.0,Волгоградская область
Вологодская область,2006,13443.0,Вологодская область
Вологодская область,2007,14074.99,Вологодская область
Вологодская область,2008,14714.0,Вологодская область
Вологодская область,2009,15181.0,Вологодская область
Вологодская область,2010,15112.0,Вологодская область
Вологодская область,2011,15525.0,Вологодская область
Вологодская область,2012,16678.0,Вологодская область
Вологодская область,2013,16543.0,Вологодская область
Вологодская область,2014,16174.0,Вологодская область
Вологодская область,2015,16381.0,Вологодская область
Вологодская область,2016,15729.0,Вологодская область
Вологодская область,2017,13511.99,Вологодская область
Вологодская область,2018,12306.0,Вологодская область
Вологодская область,2019,11280.0,Вологодская область
Вологодская область,2020,10698.0,Вологодская область
Вологодская область,2021,10418.0,Вологодская область
Воронежская область,2006,19208.0,Воронежская область
Воронежская область,2007,20568.99,Воронежская область
Воронежская область,2008,22421.99,Воронежская область
Воронежская область,2009,23560.99,Воронежская область
Воронежская область,2010,23819.99,Воронежская область
Воронежская область,2011,23826.97,Воронежская область
Воронежская область,2012,25373.99,Воронежская область
Воронежская область,2013,24980.97,Воронежская область
Воронежская область,2014,25331.99,Воронежская область
Воронежская область,2015,25923.98,Воронежская область
Воронежская область,2016,24938.0,Воронежская область
Воронежская область,2017,22423.0,Воронежская область
Воронежская область,2018,21381.99,Воронежская область
Воронежская область,2019,19643.0,Воронежская область
Воронежская область,2020,19161.0,Воронежская область
Воронежская область,2021,18593.0,Воронежская область
Город Москва столица Российской Федерации город федерального значения,2006,94054.96,Москва
Город Москва столица Российской Федерации город федерального значения,2007,100770.99,Москва
Город Москва столица Российской Федерации город федерального значения,2008,107778.98,Москва
Город Москва столица Российской Федерации город федерального значения,2009,115785.94,Москва
Город Москва столица Российской Федерации город федерального значения,2010,123141.95,Москва
Город Москва столица Российской Федерации город федерального значения,2011,126654.94,Москва
Город Москва столица Российской Федерации город федерального значения,2012,134652.99,Москва
Город Москва столица Российской Федерации город федерального значения,2013,136020.94,Москва
Город Москва столица Российской Федерации город федерального значения,2014,137582.95,Москва
Город Москва столица Российской Федерации город федерального значения,2015,142389.97,Москва
Город Москва столица Российской Федерации город федерального значения,2016,145251.96,Москва
Город Москва столица Российской Федерации город федерального значения,2017,133888.94,Москва
Город Москва столица Российской Федерации город федерального значения,2018,132969.91999999998,Москва
Город Москва столица Российской Федерации город федерального значения,2019,136356.96,Москва
Город Москва столица Российской Федерации город федерального значения,2020,123523.96,Москва
Город Москва столица Российской Федерации город федерального значения,2021,131444.97,Москва
Город Санкт-Петербург город федерального значения,2006,40092.97,Санкт-Петербург
Город Санкт-Петербург город федерального значения,2007,42974.98,Санкт-Петербург
Город Санкт-Петербург город федерального значения,2008,47474.99,Санкт-Петербург
Город Санкт-Петербург город федерального значения,2009,51992.96,Санкт-Петербург
Город Санкт-Петербург город федерального значения,2010,55612.99,Санкт-Петербург
Город Санкт-Петербург город федерального значения,2011,57003.97,Санкт-Петербург
Город Санкт-Петербург город федерального значения,2012,62342.99,Санкт-Петербург
Город Санкт-Петербург город федерального значения,2013,64373.99,Санкт-Петербург
Город Санкт-Петербург город федерального значения,2014,67214.98,Санкт-Петербург
Город Санкт-Петербург город федерального значения,2015,70725.0,Санкт-Петербург
Город Санкт-Петербург город федерального значения,2016,72878.99,Санкт-Петербург
Город Санкт-Петербург город федерального значения,2017,66557.99,Санкт-Петербург
Город Санкт-Петербург город федерального значения,2018,63989.99,Санкт-Петербург
Город Санкт-Петербург город федерального значения,2019,58996.99,Санкт-Петербург
Город Санкт-Петербург город федерального значения,2020,55439.0,Санкт-Петербург
Город Санкт-Петербург город федерального значения,2021,53398.98,Санкт-Петербург
Город федерального значения Севастополь,2015,5470.99,Севастополь
Город федерального значения Севастополь,2016,5409.0,Севастополь
Город федерального значения Севастополь,2017,4845.0,Севастополь
Город федерального значения Севастополь,2018,4366.0,Севастополь
Город федерального значения Севастополь,2019,4267.0,Севастополь
Город федерального значения Севастополь,2020,4225.0,Севастополь
Город федерального значения Севастополь,2021,4234.0,Севастополь
Еврейская автономная область,2006,2242.0,Еврейская автономная область
Еврейская автономная область,2007,2443.0,Еврейская автономная область
Еврейская автономная область,2008,2582.0,Еврейская автономная область
Еврейская автономная область,2009,2457.0,Еврейская автономная область
Еврейская автономная область,2010,2408.0,Еврейская автономная область
Еврейская автономная область,2011,2480.0,Еврейская автономная область
Еврейская автономная область,2012,2445.0,Еврейская автономная область
Еврейская автономная область,2013,2365.0,Еврейская автономная область
Еврейская автономная область,2014,2356.0,Еврейская автономная область
Еврейская автономная область,2015,2349.0,Еврейская автономная область
Еврейская автономная область,2016,2213.0,Еврейская автономная область
Еврейская автономная область,2017,1919.0,Еврейская автономная область
Еврейская автономная область,2018,1879.0,Еврейская автономная область
Еврейская автономная область,2019,1683.0,Еврейская автономная область
Еврейская автономная область,2020,1605.0,Еврейская автономная область
Еврейская автономная область,2021,1551.0,Еврейская автономная область
Забайкальский край,2006,15646.0,Забайкальский край
Забайкальский край,2007,16517.0,Забайкальский край
Забайкальский край,2008,17809.0,Забайкальский край
Забайкальский край,2009,17843.0,Забайкальский край
Забайкальский край,2010,17670.0,Забайкальский край
Забайкальский край,2011,17086.0,Забайкальский край
Забайкальский край,2012,17706.0,Забайкальский край
Забайкальский край,2013,17472.0,Забайкальский край
Забайкальский край,2014,17460.0,Забайкальский край
Забайкальский край,2015,16791.0,Забайкальский край
Забайкальский край,2016,15832.0,Забайкальский край
Забайкальский край,2017,14307.0,Забайкальский край
Забайкальский край,2018,13590.0,Забайкальский край
Забайкальский край,2019,12560.0,Забайкальский край
Забайкальский край,2020,12484.0,Забайкальский край
Забайкальский край,2021,11982.99,Забайкальский край
Ивановская область,2006,9818.0,Ивановская область
Ивановская область,2007,10617.0,Ивановская область
Ивановская область,2008,11138.0,Ивановская область
Ивановская область,2009,11329.98,Ивановская область
Ивановская область,2010,11131.0,Ивановская область
Ивановская область,2011,11035.0,Ивановская область
Ивановская область,2012,11581.0,Ивановская область
Ивановская область,2013,11769.0,Ивановская область
Ивановская область,2014,11694.97,Ивановская область
Ивановская область,2015,11761.0,Ивановская область
Ивановская область,2016,11184.0,Ивановская область
Ивановская область,2017,9877.0,Ивановская область
Ивановская область,2018,9134.0,Ивановская область
Ивановская область,2019,7951.0,Ивановская область
Ивановская область,2020,7563.0,Ивановская область
Ивановская область,2021,7327.0,Ивановская область
Иркутская область,2006,30917.98,Иркутская область
Иркутская область,2007,34659.96,Иркутская область
Иркутская область,2008,37587.0,Иркутская область
Иркутская область,2009,38159.99,Иркутская область
Иркутская область,2010,36866.99,Иркутская область
Иркутская область,2011,37236.99,Иркутская область
Иркутская область,2012,38515.99,Иркутская область
