region,year,infant_mortality,region_standard
        Республика Дагестан,2005,279.0,Республика Дагестан
        Республика Ингушетия,2005,103.0,Республика Ингушетия
        Кабардино-Балкарская Республика,2005,72.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2005,26.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2005,43.0,Республика Северная Осетия - Алания
        Чеченская Республика,2005,105.0,Чеченская Республика
        Ставропольский край,2005,161.0,Ставропольский край
        Республика Башкортостан,2005,296.0,Республика Башкортостан
        Республика Марий Эл,2005,37.0,Республика Марий Эл
        Республика Мордовия,2005,38.0,Республика Мордовия
        Республика Татарстан (Татарстан),2005,212.0,Республика Татарстан
        Удмуртская Республика,2005,129.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2005,60.0,Чувашская Республика
        Пермский край,2005,231.0,Пермский край
        Кировская область,2005,89.0,Кировская область
        Нижегородская область,2005,292.0,Нижегородская область
        Оренбургская область,2005,135.0,Оренбургская область
        Пензенская область,2005,101.0,Пензенская область
        Самарская область,2005,210.0,Самарская область
        Саратовская область,2005,146.0,Саратовская область
        Ульяновская область,2005,108.0,Ульяновская область
        Курганская область,2005,60.0,Курганская область
        Свердловская область,2005,372.0,Свердловская область
        Тюменская область,2005,256.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2005,133.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2005,49.0,Ямало-Ненецкий автономный округ
        Челябинская область,2005,300.0,Челябинская область
        Республика Алтай,2005,14.0,Республика Алтай
        Республика Тыва,2005,51.0,Республика Тыва
        Республика Хакасия,2005,66.0,Республика Хакасия
        Алтайский край,2005,147.0,Алтайский край
        Красноярский край,2005,293.0,Красноярский край
        Иркутская область,2005,266.0,Иркутская область
        Кемеровская область - Кузбасс,2005,294.0,Кемеровская область
        Новосибирская область,2005,207.0,Новосибирская область
        Омская область,2005,141.0,Омская область
        Томская область,2005,104.0,Томская область
        Республика Бурятия,2005,81.0,Республика Бурятия
        Забайкальский край,2005,89.0,Забайкальский край
            Агинский Бурятский округ (Забайкальский край),2005,3.0,Забайкальский край
        Республика Саха (Якутия),2005,97.0,Республика Саха (Якутия)
        Камчатский край,2005,25.0,Камчатский край
        Приморский край,2005,172.0,Приморский край
        Хабаровский край,2005,136.0,Хабаровский край
        Амурская область,2005,125.0,Амурская область
        Магаданская область,2005,21.0,Магаданская область
        Сахалинская область,2005,71.0,Сахалинская область
        Еврейская автономная область,2005,21.0,Еврейская автономная область
        Чукотский автономный округ,2005,4.0,Чукотский автономный округ
        Белгородская область,2006,79.0,Белгородская область
        Брянская область,2006,65.0,Брянская область
        Владимирская область,2006,81.0,Владимирская область
        Воронежская область,2006,103.0,Воронежская область
        Ивановская область,2006,71.0,Ивановская область
        Калужская область,2006,66.0,Калужская область
        Костромская область,2006,66.0,Костромская область
        Курская область,2006,78.0,Курская область
        Липецкая область,2006,56.0,Липецкая область
        Московская область,2006,432.0,Московская область
        Орловская область,2006,39.0,Орловская область
        Рязанская область,2006,81.0,Рязанская область
        Смоленская область,2006,50.0,Смоленская область
        Тамбовская область,2006,49.0,Тамбовская область
        Тверская область,2006,104.0,Тверская область
        Тульская область,2006,82.0,Тульская область
        Ярославская область,2006,69.0,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,2006,743.0,Москва
        Республика Карелия,2006,36.0,Республика Карелия
        Республика Коми,2006,57.0,Республика Коми
        Архангельская область,2006,81.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2006,3.0,Ненецкий автономный округ
        Вологодская область,2006,84.0,Вологодская область
        Калининградская область,2006,43.0,Калининградская область
        Ленинградская область,2006,62.0,Ленинградская область
        Мурманская область,2006,79.0,Мурманская область
        Новгородская область,2006,49.0,Новгородская область
        Псковская область,2006,48.0,Псковская область
        Город Санкт-Петербург город федерального значения,2006,188.0,Санкт-Петербург
        Республика Адыгея (Адыгея),2006,21.0,Республика Адыгея
        Республика Калмыкия,2006,27.0,Республика Калмыкия
        Краснодарский край,2006,214.0,Краснодарский край
        Астраханская область,2006,79.0,Астраханская область
        Волгоградская область,2006,194.0,Волгоградская область
        Ростовская область,2006,323.0,Ростовская область
        Республика Дагестан,2006,327.0,Республика Дагестан
        Республика Ингушетия,2006,118.0,Республика Ингушетия
        Кабардино-Балкарская Республика,2006,73.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2006,25.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2006,49.0,Республика Северная Осетия - Алания
        Чеченская Республика,2006,116.0,Чеченская Республика
        Ставропольский край,2006,148.0,Ставропольский край
        Республика Башкортостан,2006,259.0,Республика Башкортостан
        Республика Марий Эл,2006,43.0,Республика Марий Эл
        Республика Мордовия,2006,32.0,Республика Мордовия
        Республика Татарстан (Татарстан),2006,215.0,Республика Татарстан
        Удмуртская Республика,2006,132.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2006,67.0,Чувашская Республика
        Пермский край,2006,226.0,Пермский край
        Кировская область,2006,86.0,Кировская область
        Нижегородская область,2006,274.0,Нижегородская область
        Оренбургская область,2006,127.0,Оренбургская область
        Пензенская область,2006,86.0,Пензенская область
        Самарская область,2006,178.0,Самарская область
        Саратовская область,2006,151.0,Саратовская область
        Ульяновская область,2006,78.0,Ульяновская область
        Курганская область,2006,66.0,Курганская область
        Свердловская область,2006,328.0,Свердловская область
        Тюменская область,2006,246.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2006,134.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2006,47.0,Ямало-Ненецкий автономный округ
        Челябинская область,2006,266.0,Челябинская область
        Республика Алтай,2006,15.0,Республика Алтай
        Республика Тыва,2006,38.0,Республика Тыва
        Республика Хакасия,2006,59.0,Республика Хакасия
        Алтайский край,2006,144.0,Алтайский край
        Красноярский край,2006,244.0,Красноярский край
        Иркутская область,2006,255.0,Иркутская область
        Кемеровская область - Кузбасс,2006,254.0,Кемеровская область
        Новосибирская область,2006,179.0,Новосибирская область
        Омская область,2006,108.0,Омская область
        Томская область,2006,109.0,Томская область
        Республика Бурятия,2006,88.0,Республика Бурятия
        Забайкальский край,2006,103.0,Забайкальский край
            Агинский Бурятский округ (Забайкальский край),2006,8.0,Забайкальский край
        Республика Саха (Якутия),2006,89.0,Республика Саха (Якутия)
        Камчатский край,2006,34.0,Камчатский край
        Приморский край,2006,149.0,Приморский край
        Хабаровский край,2006,140.0,Хабаровский край
        Амурская область,2006,112.0,Амурская область
        Магаданская область,2006,25.0,Магаданская область
        Сахалинская область,2006,57.0,Сахалинская область
        Еврейская автономная область,2006,17.0,Еврейская автономная область
        Чукотский автономный округ,2006,5.0,Чукотский автономный округ
        Белгородская область,2007,49.0,Белгородская область
        Брянская область,2007,86.0,Брянская область
        Владимирская область,2007,81.0,Владимирская область
        Воронежская область,2007,109.0,Воронежская область
        Ивановская область,2007,63.0,Ивановская область
        Калужская область,2007,60.0,Калужская область
        Костромская область,2007,38.0,Костромская область
        Курская область,2007,84.0,Курская область
        Липецкая область,2007,62.0,Липецкая область
        Московская область,2007,422.0,Московская область
        Орловская область,2007,25.0,Орловская область
        Рязанская область,2007,79.0,Рязанская область
        Смоленская область,2007,61.0,Смоленская область
        Тамбовская область,2007,36.0,Тамбовская область
        Тверская область,2007,84.0,Тверская область
        Тульская область,2007,91.0,Тульская область
        Ярославская область,2007,64.0,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,2007,694.0,Москва
        Республика Карелия,2007,39.0,Республика Карелия
        Республика Коми,2007,55.0,Республика Коми
        Архангельская область,2007,108.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2007,5.0,Ненецкий автономный округ
        Вологодская область,2007,87.0,Вологодская область
        Калининградская область,2007,54.0,Калининградская область
        Ленинградская область,2007,63.0,Ленинградская область
        Мурманская область,2007,80.0,Мурманская область
        Новгородская область,2007,36.0,Новгородская область
        Псковская область,2007,29.0,Псковская область
        Город Санкт-Петербург город федерального значения,2007,183.0,Санкт-Петербург
        Республика Адыгея (Адыгея),2007,17.0,Республика Адыгея
        Республика Калмыкия,2007,15.0,Республика Калмыкия
        Краснодарский край,2007,196.0,Краснодарский край
        Астраханская область,2007,74.0,Астраханская область
        Волгоградская область,2007,202.0,Волгоградская область
        Ростовская область,2007,324.0,Ростовская область
        Республика Дагестан,2007,332.0,Республика Дагестан
        Республика Ингушетия,2007,89.0,Республика Ингушетия
        Кабардино-Балкарская Республика,2007,68.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2007,19.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2007,61.0,Республика Северная Осетия - Алания
        Чеченская Республика,2007,130.0,Чеченская Республика
        Ставропольский край,2007,148.0,Ставропольский край
        Республика Башкортостан,2007,266.0,Республика Башкортостан
        Республика Марий Эл,2007,30.0,Республика Марий Эл
        Республика Мордовия,2007,28.0,Республика Мордовия
        Республика Татарстан (Татарстан),2007,226.0,Республика Татарстан
        Удмуртская Республика,2007,100.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2007,52.0,Чувашская Республика
        Пермский край,2007,230.0,Пермский край
        Кировская область,2007,90.0,Кировская область
        Нижегородская область,2007,238.0,Нижегородская область
        Оренбургская область,2007,111.0,Оренбургская область
        Пензенская область,2007,88.0,Пензенская область
        Самарская область,2007,181.0,Самарская область
        Саратовская область,2007,154.0,Саратовская область
        Ульяновская область,2007,79.0,Ульяновская область
        Курганская область,2007,63.0,Курганская область
        Свердловская область,2007,300.0,Свердловская область
        Тюменская область,2007,227.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2007,101.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2007,61.0,Ямало-Ненецкий автономный округ
        Челябинская область,2007,273.0,Челябинская область
        Республика Алтай,2007,21.0,Республика Алтай
        Республика Тыва,2007,49.0,Республика Тыва
        Республика Хакасия,2007,46.0,Республика Хакасия
        Алтайский край,2007,127.0,Алтайский край
        Красноярский край,2007,263.0,Красноярский край
        Иркутская область,2007,243.0,Иркутская область
        Кемеровская область - Кузбасс,2007,263.0,Кемеровская область
        Новосибирская область,2007,165.0,Новосибирская область
        Омская область,2007,125.0,Омская область
        Томская область,2007,91.0,Томская область
        Республика Бурятия,2007,81.0,Республика Бурятия
        Забайкальский край,2007,86.0,Забайкальский край
            Агинский Бурятский округ (Забайкальский край),2007,3.0,Забайкальский край
        Республика Саха (Якутия),2007,84.0,Республика Саха (Якутия)
        Камчатский край,2007,24.0,Камчатский край
        Приморский край,2007,163.0,Приморский край
        Хабаровский край,2007,133.0,Хабаровский край
        Амурская область,2007,104.0,Амурская область
        Магаданская область,2007,22.0,Магаданская область
        Сахалинская область,2007,40.0,Сахалинская область
        Еврейская автономная область,2007,31.0,Еврейская автономная область
        Чукотский автономный округ,2007,3.0,Чукотский автономный округ
        Белгородская область,2008,61.0,Белгородская область
        Брянская область,2008,68.0,Брянская область
        Владимирская область,2008,116.0,Владимирская область
        Воронежская область,2008,113.0,Воронежская область
        Ивановская область,2008,64.0,Ивановская область
        Калужская область,2008,53.0,Калужская область
        Костромская область,2008,60.0,Костромская область
        Курская область,2008,87.0,Курская область
        Липецкая область,2008,57.0,Липецкая область
        Московская область,2008,455.0,Московская область
        Орловская область,2008,25.0,Орловская область
        Рязанская область,2008,73.0,Рязанская область
        Смоленская область,2008,45.0,Смоленская область
        Тамбовская область,2008,29.0,Тамбовская область
        Тверская область,2008,74.0,Тверская область
        Тульская область,2008,73.0,Тульская область
        Ярославская область,2008,73.0,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,2008,675.0,Москва
        Республика Карелия,2008,31.0,Республика Карелия
        Республика Коми,2008,56.0,Республика Коми
        Архангельская область,2008,86.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2008,1.0,Ненецкий автономный округ
        Вологодская область,2008,67.0,Вологодская область
        Калининградская область,2008,47.0,Калининградская область
        Ленинградская область,2008,69.0,Ленинградская область
        Мурманская область,2008,79.0,Мурманская область
        Новгородская область,2008,51.0,Новгородская область
        Псковская область,2008,35.0,Псковская область
        Город Санкт-Петербург город федерального значения,2008,208.0,Санкт-Петербург
        Республика Адыгея (Адыгея),2008,22.0,Республика Адыгея
        Республика Калмыкия,2008,18.0,Республика Калмыкия
        Краснодарский край,2008,195.0,Краснодарский край
        Астраханская область,2008,63.0,Астраханская область
        Волгоградская область,2008,242.0,Волгоградская область
        Ростовская область,2008,279.0,Ростовская область
        Республика Дагестан,2008,362.0,Республика Дагестан
        Республика Ингушетия,2008,80.0,Республика Ингушетия
        Кабардино-Балкарская Республика,2008,31.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2008,25.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2008,62.0,Республика Северная Осетия - Алания
        Чеченская Республика,2008,149.0,Чеченская Республика
        Ставропольский край,2008,184.0,Ставропольский край
        Республика Башкортостан,2008,266.0,Республика Башкортостан
        Республика Марий Эл,2008,38.0,Республика Марий Эл
        Республика Мордовия,2008,35.0,Республика Мордовия
        Республика Татарстан (Татарстан),2008,174.0,Республика Татарстан
        Удмуртская Республика,2008,104.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2008,51.0,Чувашская Республика
        Пермский край,2008,227.0,Пермский край
        Кировская область,2008,69.0,Кировская область
        Нижегородская область,2008,215.0,Нижегородская область
        Оренбургская область,2008,114.0,Оренбургская область
        Пензенская область,2008,73.0,Пензенская область
        Самарская область,2008,175.0,Самарская область
        Саратовская область,2008,122.0,Саратовская область
        Ульяновская область,2008,84.0,Ульяновская область
        Курганская область,2008,47.0,Курганская область
        Свердловская область,2008,299.0,Свердловская область
        Тюменская область,2008,227.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2008,101.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2008,45.0,Ямало-Ненецкий автономный округ
        Челябинская область,2008,280.0,Челябинская область
        Республика Алтай,2008,13.0,Республика Алтай
        Республика Тыва,2008,33.0,Республика Тыва
        Республика Хакасия,2008,52.0,Республика Хакасия
        Алтайский край,2008,138.0,Алтайский край
        Красноярский край,2008,209.0,Красноярский край
        Иркутская область,2008,231.0,Иркутская область
        Кемеровская область - Кузбасс,2008,249.0,Кемеровская область
        Новосибирская область,2008,161.0,Новосибирская область
        Омская область,2008,112.0,Омская область
        Томская область,2008,94.0,Томская область
        Республика Бурятия,2008,57.0,Республика Бурятия
        Забайкальский край,2008,91.0,Забайкальский край
            Агинский Бурятский округ (Забайкальский край),2008,5.0,Забайкальский край
        Республика Саха (Якутия),2008,86.0,Республика Саха (Якутия)
        Камчатский край,2008,28.0,Камчатский край
        Приморский край,2008,154.0,Приморский край
        Хабаровский край,2008,142.0,Хабаровский край
        Амурская область,2008,103.0,Амурская область
        Магаданская область,2008,14.0,Магаданская область
        Сахалинская область,2008,42.0,Сахалинская область
        Еврейская автономная область,2008,19.0,Еврейская автономная область
        Чукотский автономный округ,2008,3.0,Чукотский автономный округ
        Белгородская область,2009,56.0,Белгородская область
        Брянская область,2009,65.0,Брянская область
        Владимирская область,2009,75.0,Владимирская область
        Воронежская область,2009,128.0,Воронежская область
        Ивановская область,2009,79.0,Ивановская область
        Калужская область,2009,57.0,Калужская область
        Костромская область,2009,56.0,Костромская область
        Курская область,2009,80.0,Курская область
        Липецкая область,2009,47.0,Липецкая область
        Московская область,2009,462.0,Московская область
        Орловская область,2009,25.0,Орловская область
        Рязанская область,2009,67.0,Рязанская область
        Смоленская область,2009,55.0,Смоленская область
        Тамбовская область,2009,29.0,Тамбовская область
        Тверская область,2009,103.0,Тверская область
        Тульская область,2009,84.0,Тульская область
        Ярославская область,2009,67.0,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,2009,771.0,Москва
        Республика Карелия,2009,29.0,Республика Карелия
        Республика Коми,2009,40.0,Республика Коми
        Архангельская область,2009,84.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2009,2.0,Ненецкий автономный округ
        Вологодская область,2009,71.0,Вологодская область
        Калининградская область,2009,63.0,Калининградская область
        Ленинградская область,2009,54.0,Ленинградская область
        Мурманская область,2009,58.0,Мурманская область
        Новгородская область,2009,36.0,Новгородская область
        Псковская область,2009,46.0,Псковская область
        Город Санкт-Петербург город федерального значения,2009,242.0,Санкт-Петербург
        Республика Адыгея (Адыгея),2009,26.0,Республика Адыгея
        Республика Калмыкия,2009,20.0,Республика Калмыкия
        Краснодарский край,2009,174.0,Краснодарский край
        Астраханская область,2009,77.0,Астраханская область
        Волгоградская область,2009,197.0,Волгоградская область
        Ростовская область,2009,251.0,Ростовская область
        Республика Дагестан,2009,385.0,Республика Дагестан
        Республика Ингушетия,2009,65.0,Республика Ингушетия
        Кабардино-Балкарская Республика,2009,36.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2009,24.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2009,47.0,Республика Северная Осетия - Алания
        Чеченская Республика,2009,163.0,Чеченская Республика
        Ставропольский край,2009,181.0,Ставропольский край
        Республика Башкортостан,2009,197.0,Республика Башкортостан
        Республика Марий Эл,2009,35.0,Республика Марий Эл
        Республика Мордовия,2009,28.0,Республика Мордовия
        Республика Татарстан (Татарстан),2009,195.0,Республика Татарстан
        Удмуртская Республика,2009,103.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2009,61.0,Чувашская Республика
        Пермский край,2009,206.0,Пермский край
        Кировская область,2009,62.0,Кировская область
        Нижегородская область,2009,233.0,Нижегородская область
        Оренбургская область,2009,86.0,Оренбургская область
        Пензенская область,2009,60.0,Пензенская область
        Самарская область,2009,200.0,Самарская область
        Саратовская область,2009,120.0,Саратовская область
        Ульяновская область,2009,76.0,Ульяновская область
        Курганская область,2009,68.0,Курганская область
        Свердловская область,2009,277.0,Свердловская область
        Тюменская область,2009,202.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2009,81.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2009,40.0,Ямало-Ненецкий автономный округ
        Челябинская область,2009,268.0,Челябинская область
        Республика Алтай,2009,12.0,Республика Алтай
        Республика Тыва,2009,56.0,Республика Тыва
        Республика Хакасия,2009,41.0,Республика Хакасия
        Алтайский край,2009,127.0,Алтайский край
        Красноярский край,2009,229.0,Красноярский край
        Иркутская область,2009,239.0,Иркутская область
        Кемеровская область - Кузбасс,2009,248.0,Кемеровская область
        Новосибирская область,2009,188.0,Новосибирская область
        Омская область,2009,94.0,Омская область
        Томская область,2009,103.0,Томская область
        Республика Бурятия,2009,62.0,Республика Бурятия
        Забайкальский край,2009,63.0,Забайкальский край
            Агинский Бурятский округ (Забайкальский край),2009,4.0,Забайкальский край
        Республика Саха (Якутия),2009,81.0,Республика Саха (Якутия)
        Камчатский край,2009,40.0,Камчатский край
        Приморский край,2009,162.0,Приморский край
        Хабаровский край,2009,134.0,Хабаровский край
        Амурская область,2009,80.0,Амурская область
        Магаданская область,2009,19.0,Магаданская область
        Сахалинская область,2009,35.0,Сахалинская область
        Еврейская автономная область,2009,21.0,Еврейская автономная область
        Чукотский автономный округ,2009,3.0,Чукотский автономный округ
        Белгородская область,2010,52.0,Белгородская область
        Брянская область,2010,55.0,Брянская область
        Владимирская область,2010,76.0,Владимирская область
        Воронежская область,2010,124.0,Воронежская область
        Ивановская область,2010,64.0,Ивановская область
        Калужская область,2010,56.0,Калужская область
        Костромская область,2010,29.0,Костромская область
        Курская область,2010,78.0,Курская область
        Липецкая область,2010,47.0,Липецкая область
        Московская область,2010,440.0,Московская область
        Орловская область,2010,32.0,Орловская область
        Рязанская область,2010,59.0,Рязанская область
        Смоленская область,2010,35.0,Смоленская область
        Тамбовская область,2010,25.0,Тамбовская область
        Тверская область,2010,87.0,Тверская область
        Тульская область,2010,77.0,Тульская область
        Ярославская область,2010,78.0,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,2010,742.0,Москва
        Республика Карелия,2010,27.0,Республика Карелия
        Республика Коми,2010,38.0,Республика Коми
        Архангельская область,2010,69.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2010,3.0,Ненецкий автономный округ
        Вологодская область,2010,75.0,Вологодская область
        Калининградская область,2010,36.0,Калининградская область
        Ленинградская область,2010,55.0,Ленинградская область
        Мурманская область,2010,44.0,Мурманская область
        Новгородская область,2010,30.0,Новгородская область
        Псковская область,2010,39.0,Псковская область
        Город Санкт-Петербург город федерального значения,2010,257.0,Санкт-Петербург
        Республика Адыгея (Адыгея),2010,19.0,Республика Адыгея
        Республика Калмыкия,2010,20.0,Республика Калмыкия
        Краснодарский край,2010,144.0,Краснодарский край
        Астраханская область,2010,75.0,Астраханская область
        Волгоградская область,2010,198.0,Волгоградская область
        Ростовская область,2010,203.0,Ростовская область
        Республика Дагестан,2010,392.0,Республика Дагестан
        Республика Ингушетия,2010,73.0,Республика Ингушетия
        Кабардино-Балкарская Республика,2010,38.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2010,35.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2010,48.0,Республика Северная Осетия - Алания
        Чеченская Республика,2010,152.0,Чеченская Республика
        Ставропольский край,2010,146.0,Ставропольский край
        Республика Башкортостан,2010,221.0,Республика Башкортостан
        Республика Марий Эл,2010,35.0,Республика Марий Эл
        Республика Мордовия,2010,33.0,Республика Мордовия
        Республика Татарстан (Татарстан),2010,198.0,Республика Татарстан
        Удмуртская Республика,2010,88.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2010,42.0,Чувашская Республика
        Пермский край,2010,179.0,Пермский край
        Кировская область,2010,79.0,Кировская область
        Нижегородская область,2010,216.0,Нижегородская область
        Оренбургская область,2010,92.0,Оренбургская область
        Пензенская область,2010,68.0,Пензенская область
        Самарская область,2010,183.0,Самарская область
        Саратовская область,2010,111.0,Саратовская область
        Ульяновская область,2010,58.0,Ульяновская область
        Курганская область,2010,51.0,Курганская область
        Свердловская область,2010,273.0,Свердловская область
        Тюменская область,2010,207.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2010,94.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2010,43.0,Ямало-Ненецкий автономный округ
        Челябинская область,2010,248.0,Челябинская область
        Республика Алтай,2010,8.0,Республика Алтай
        Республика Тыва,2010,42.0,Республика Тыва
        Республика Хакасия,2010,32.0,Республика Хакасия
