region,year,infant_mortality,region_standard
        Алтайский край,2004,195.0,Алтайский край
        Красноярский край,2004,151.0,Красноярский край
        Иркутская область,2004,126.0,Иркутская область
        Кемеровская область - Кузбасс,2004,70.0,Кемеровская область
        Новосибирская область,2004,118.0,Новосибирская область
        Омская область,2004,108.0,Омская область
        Томская область,2004,48.0,Томская область
        Республика Бурятия,2004,84.0,Республика Бурятия
        Забайкальский край,2004,61.0,Забайкальский край
            Агинский Бурятский округ (Забайкальский край),2004,6.0,Забайкальский край
        Республика Саха (Якутия),2004,80.0,Республика Саха (Якутия)
        Камчатский край,2004,6.0,Камчатский край
        Приморский край,2004,94.0,Приморский край
        Хабаровский край,2004,68.0,Хабаровский край
        Амурская область,2004,70.0,Амурская область
        Магаданская область,2004,0.0,Магаданская область
        Сахалинская область,2004,6.0,Сахалинская область
        Еврейская автономная область,2004,20.0,Еврейская автономная область
        Чукотский автономный округ,2004,8.0,Чукотский автономный округ
        Белгородская область,2005,44.0,Белгородская область
        Брянская область,2005,49.0,Брянская область
        Владимирская область,2005,46.0,Владимирская область
        Воронежская область,2005,59.0,Воронежская область
        Ивановская область,2005,29.0,Ивановская область
        Калужская область,2005,28.0,Калужская область
        Костромская область,2005,38.0,Костромская область
        Курская область,2005,32.0,Курская область
        Липецкая область,2005,32.0,Липецкая область
        Московская область,2005,104.0,Московская область
        Орловская область,2005,37.0,Орловская область
        Рязанская область,2005,35.0,Рязанская область
        Смоленская область,2005,47.0,Смоленская область
        Тамбовская область,2005,41.0,Тамбовская область
        Тверская область,2005,48.0,Тверская область
        Тульская область,2005,34.0,Тульская область
        Ярославская область,2005,24.0,Ярославская область
        Республика Карелия,2005,17.0,Республика Карелия
        Республика Коми,2005,32.0,Республика Коми
        Архангельская область,2005,44.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2005,6.0,Ненецкий автономный округ
        Вологодская область,2005,50.0,Вологодская область
        Калининградская область,2005,33.0,Калининградская область
        Ленинградская область,2005,40.0,Ленинградская область
        Мурманская область,2005,8.0,Мурманская область
        Новгородская область,2005,18.0,Новгородская область
        Псковская область,2005,28.0,Псковская область
        Республика Адыгея (Адыгея),2005,20.0,Республика Адыгея
        Республика Калмыкия,2005,22.0,Республика Калмыкия
        Краснодарский край,2005,247.0,Краснодарский край
        Астраханская область,2005,56.0,Астраханская область
        Волгоградская область,2005,78.0,Волгоградская область
        Ростовская область,2005,230.0,Ростовская область
        Республика Дагестан,2005,276.0,Республика Дагестан
        Республика Ингушетия,2005,71.0,Республика Ингушетия
        Кабардино-Балкарская Республика,2005,59.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2005,25.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2005,27.0,Республика Северная Осетия - Алания
        Чеченская Республика,2005,250.0,Чеченская Республика
        Ставропольский край,2005,144.0,Ставропольский край
        Республика Башкортостан,2005,235.0,Республика Башкортостан
        Республика Марий Эл,2005,34.0,Республика Марий Эл
        Республика Мордовия,2005,30.0,Республика Мордовия
        Республика Татарстан (Татарстан),2005,88.0,Республика Татарстан
        Удмуртская Республика,2005,72.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2005,43.0,Чувашская Республика
        Пермский край,2005,106.0,Пермский край
        Кировская область,2005,39.0,Кировская область
        Нижегородская область,2005,95.0,Нижегородская область
        Оренбургская область,2005,158.0,Оренбургская область
        Пензенская область,2005,44.0,Пензенская область
        Самарская область,2005,48.0,Самарская область
        Саратовская область,2005,71.0,Саратовская область
        Ульяновская область,2005,43.0,Ульяновская область
        Курганская область,2005,65.0,Курганская область
        Свердловская область,2005,108.0,Свердловская область
        Тюменская область,2005,112.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2005,14.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2005,31.0,Ямало-Ненецкий автономный округ
        Челябинская область,2005,99.0,Челябинская область
        Республика Алтай,2005,36.0,Республика Алтай
        Республика Тыва,2005,65.0,Республика Тыва
        Республика Хакасия,2005,43.0,Республика Хакасия
        Алтайский край,2005,160.0,Алтайский край
        Красноярский край,2005,149.0,Красноярский край
        Иркутская область,2005,116.0,Иркутская область
        Кемеровская область - Кузбасс,2005,66.0,Кемеровская область
        Новосибирская область,2005,101.0,Новосибирская область
        Омская область,2005,70.0,Омская область
        Томская область,2005,44.0,Томская область
        Республика Бурятия,2005,92.0,Республика Бурятия
        Забайкальский край,2005,69.0,Забайкальский край
            Агинский Бурятский округ (Забайкальский край),2005,7.0,Забайкальский край
        Республика Саха (Якутия),2005,49.0,Республика Саха (Якутия)
        Камчатский край,2005,15.0,Камчатский край
        Приморский край,2005,106.0,Приморский край
        Хабаровский край,2005,67.0,Хабаровский край
        Амурская область,2005,76.0,Амурская область
        Магаданская область,2005,2.0,Магаданская область
        Сахалинская область,2005,16.0,Сахалинская область
        Еврейская автономная область,2005,13.0,Еврейская автономная область
        Чукотский автономный округ,2005,10.0,Чукотский автономный округ
        Белгородская область,2006,44.0,Белгородская область
        Брянская область,2006,29.0,Брянская область
        Владимирская область,2006,27.0,Владимирская область
        Воронежская область,2006,55.0,Воронежская область
        Ивановская область,2006,18.0,Ивановская область
        Калужская область,2006,34.0,Калужская область
        Костромская область,2006,36.0,Костромская область
        Курская область,2006,26.0,Курская область
        Липецкая область,2006,35.0,Липецкая область
        Московская область,2006,88.0,Московская область
        Орловская область,2006,36.0,Орловская область
        Рязанская область,2006,33.0,Рязанская область
        Смоленская область,2006,41.0,Смоленская область
        Тамбовская область,2006,41.0,Тамбовская область
        Тверская область,2006,36.0,Тверская область
        Тульская область,2006,30.0,Тульская область
        Ярославская область,2006,33.0,Ярославская область
        Республика Карелия,2006,17.0,Республика Карелия
        Республика Коми,2006,19.0,Республика Коми
        Архангельская область,2006,62.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2006,6.0,Ненецкий автономный округ
        Вологодская область,2006,32.0,Вологодская область
        Калининградская область,2006,19.0,Калининградская область
        Ленинградская область,2006,40.0,Ленинградская область
        Мурманская область,2006,8.0,Мурманская область
        Новгородская область,2006,24.0,Новгородская область
        Псковская область,2006,37.0,Псковская область
        Республика Адыгея (Адыгея),2006,16.0,Республика Адыгея
        Республика Калмыкия,2006,27.0,Республика Калмыкия
        Краснодарский край,2006,219.0,Краснодарский край
        Астраханская область,2006,53.0,Астраханская область
        Волгоградская область,2006,94.0,Волгоградская область
        Ростовская область,2006,214.0,Ростовская область
        Республика Дагестан,2006,275.0,Республика Дагестан
        Республика Ингушетия,2006,112.0,Республика Ингушетия
        Кабардино-Балкарская Республика,2006,76.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2006,29.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2006,32.0,Республика Северная Осетия - Алания
        Чеченская Республика,2006,353.0,Чеченская Республика
        Ставропольский край,2006,129.0,Ставропольский край
        Республика Башкортостан,2006,231.0,Республика Башкортостан
        Республика Марий Эл,2006,41.0,Республика Марий Эл
        Республика Мордовия,2006,18.0,Республика Мордовия
        Республика Татарстан (Татарстан),2006,92.0,Республика Татарстан
        Удмуртская Республика,2006,57.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2006,54.0,Чувашская Республика
        Пермский край,2006,124.0,Пермский край
        Кировская область,2006,52.0,Кировская область
        Нижегородская область,2006,82.0,Нижегородская область
        Оренбургская область,2006,102.0,Оренбургская область
        Пензенская область,2006,42.0,Пензенская область
        Самарская область,2006,56.0,Самарская область
        Саратовская область,2006,64.0,Саратовская область
        Ульяновская область,2006,39.0,Ульяновская область
        Курганская область,2006,80.0,Курганская область
        Свердловская область,2006,80.0,Свердловская область
        Тюменская область,2006,121.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2006,18.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2006,45.0,Ямало-Ненецкий автономный округ
        Челябинская область,2006,78.0,Челябинская область
        Республика Алтай,2006,37.0,Республика Алтай
        Республика Тыва,2006,52.0,Республика Тыва
        Республика Хакасия,2006,41.0,Республика Хакасия
        Алтайский край,2006,143.0,Алтайский край
        Красноярский край,2006,167.0,Красноярский край
        Иркутская область,2006,108.0,Иркутская область
        Кемеровская область - Кузбасс,2006,74.0,Кемеровская область
        Новосибирская область,2006,90.0,Новосибирская область
        Омская область,2006,81.0,Омская область
        Томская область,2006,49.0,Томская область
        Республика Бурятия,2006,87.0,Республика Бурятия
        Забайкальский край,2006,56.0,Забайкальский край
            Агинский Бурятский округ (Забайкальский край),2006,3.0,Забайкальский край
        Республика Саха (Якутия),2006,56.0,Республика Саха (Якутия)
        Камчатский край,2006,13.0,Камчатский край
        Приморский край,2006,75.0,Приморский край
        Хабаровский край,2006,51.0,Хабаровский край
        Амурская область,2006,70.0,Амурская область
        Магаданская область,2006,1.0,Магаданская область
        Сахалинская область,2006,19.0,Сахалинская область
        Еврейская автономная область,2006,15.0,Еврейская автономная область
        Чукотский автономный округ,2006,13.0,Чукотский автономный округ
        Белгородская область,2007,27.0,Белгородская область
        Брянская область,2007,28.0,Брянская область
        Владимирская область,2007,23.0,Владимирская область
        Воронежская область,2007,59.0,Воронежская область
        Ивановская область,2007,19.0,Ивановская область
        Калужская область,2007,27.0,Калужская область
        Костромская область,2007,27.0,Костромская область
        Курская область,2007,32.0,Курская область
        Липецкая область,2007,32.0,Липецкая область
        Московская область,2007,82.0,Московская область
        Орловская область,2007,35.0,Орловская область
        Рязанская область,2007,37.0,Рязанская область
        Смоленская область,2007,30.0,Смоленская область
        Тамбовская область,2007,23.0,Тамбовская область
        Тверская область,2007,53.0,Тверская область
        Тульская область,2007,32.0,Тульская область
        Ярославская область,2007,24.0,Ярославская область
        Республика Карелия,2007,13.0,Республика Карелия
        Республика Коми,2007,32.0,Республика Коми
        Архангельская область,2007,51.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2007,6.0,Ненецкий автономный округ
        Вологодская область,2007,40.0,Вологодская область
        Калининградская область,2007,21.0,Калининградская область
        Ленинградская область,2007,40.0,Ленинградская область
        Мурманская область,2007,3.0,Мурманская область
        Новгородская область,2007,19.0,Новгородская область
        Псковская область,2007,29.0,Псковская область
        Республика Адыгея (Адыгея),2007,29.0,Республика Адыгея
        Республика Калмыкия,2007,26.0,Республика Калмыкия
        Краснодарский край,2007,244.0,Краснодарский край
        Астраханская область,2007,56.0,Астраханская область
        Волгоградская область,2007,100.0,Волгоградская область
        Ростовская область,2007,217.0,Ростовская область
        Республика Дагестан,2007,326.0,Республика Дагестан
        Республика Ингушетия,2007,67.0,Республика Ингушетия
        Кабардино-Балкарская Республика,2007,57.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2007,36.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2007,36.0,Республика Северная Осетия - Алания
        Чеченская Республика,2007,417.0,Чеченская Республика
        Ставропольский край,2007,112.0,Ставропольский край
        Республика Башкортостан,2007,227.0,Республика Башкортостан
        Республика Марий Эл,2007,34.0,Республика Марий Эл
        Республика Мордовия,2007,17.0,Республика Мордовия
        Республика Татарстан (Татарстан),2007,91.0,Республика Татарстан
        Удмуртская Республика,2007,54.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2007,43.0,Чувашская Республика
        Пермский край,2007,139.0,Пермский край
        Кировская область,2007,55.0,Кировская область
        Нижегородская область,2007,81.0,Нижегородская область
        Оренбургская область,2007,121.0,Оренбургская область
        Пензенская область,2007,50.0,Пензенская область
        Самарская область,2007,51.0,Самарская область
        Саратовская область,2007,70.0,Саратовская область
        Ульяновская область,2007,32.0,Ульяновская область
        Курганская область,2007,69.0,Курганская область
        Свердловская область,2007,92.0,Свердловская область
        Тюменская область,2007,121.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2007,21.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2007,39.0,Ямало-Ненецкий автономный округ
        Челябинская область,2007,96.0,Челябинская область
        Республика Алтай,2007,34.0,Республика Алтай
        Республика Тыва,2007,69.0,Республика Тыва
        Республика Хакасия,2007,52.0,Республика Хакасия
        Алтайский край,2007,157.0,Алтайский край
        Красноярский край,2007,144.0,Красноярский край
        Иркутская область,2007,122.0,Иркутская область
        Кемеровская область - Кузбасс,2007,55.0,Кемеровская область
        Новосибирская область,2007,90.0,Новосибирская область
        Омская область,2007,87.0,Омская область
        Томская область,2007,46.0,Томская область
        Республика Бурятия,2007,92.0,Республика Бурятия
        Забайкальский край,2007,55.0,Забайкальский край
            Агинский Бурятский округ (Забайкальский край),2007,7.0,Забайкальский край
        Республика Саха (Якутия),2007,72.0,Республика Саха (Якутия)
        Камчатский край,2007,10.0,Камчатский край
        Приморский край,2007,90.0,Приморский край
        Хабаровский край,2007,60.0,Хабаровский край
        Амурская область,2007,73.0,Амурская область
        Магаданская область,2007,4.0,Магаданская область
        Сахалинская область,2007,14.0,Сахалинская область
        Еврейская автономная область,2007,20.0,Еврейская автономная область
        Чукотский автономный округ,2007,11.0,Чукотский автономный округ
        Белгородская область,2008,45.0,Белгородская область
        Брянская область,2008,39.0,Брянская область
        Владимирская область,2008,29.0,Владимирская область
        Воронежская область,2008,64.0,Воронежская область
        Ивановская область,2008,9.0,Ивановская область
        Калужская область,2008,24.0,Калужская область
        Костромская область,2008,23.0,Костромская область
        Курская область,2008,31.0,Курская область
        Липецкая область,2008,31.0,Липецкая область
        Московская область,2008,67.0,Московская область
        Орловская область,2008,27.0,Орловская область
        Рязанская область,2008,30.0,Рязанская область
        Смоленская область,2008,34.0,Смоленская область
        Тамбовская область,2008,20.0,Тамбовская область
        Тверская область,2008,37.0,Тверская область
        Тульская область,2008,31.0,Тульская область
        Ярославская область,2008,18.0,Ярославская область
        Республика Карелия,2008,13.0,Республика Карелия
        Республика Коми,2008,21.0,Республика Коми
        Архангельская область,2008,49.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2008,4.0,Ненецкий автономный округ
        Вологодская область,2008,45.0,Вологодская область
        Калининградская область,2008,14.0,Калининградская область
        Ленинградская область,2008,43.0,Ленинградская область
        Мурманская область,2008,5.0,Мурманская область
        Новгородская область,2008,16.0,Новгородская область
        Псковская область,2008,23.0,Псковская область
        Республика Адыгея (Адыгея),2008,25.0,Республика Адыгея
        Республика Калмыкия,2008,32.0,Республика Калмыкия
        Краснодарский край,2008,242.0,Краснодарский край
        Астраханская область,2008,55.0,Астраханская область
        Волгоградская область,2008,107.0,Волгоградская область
        Ростовская область,2008,180.0,Ростовская область
        Республика Дагестан,2008,272.0,Республика Дагестан
        Республика Ингушетия,2008,56.0,Республика Ингушетия
        Кабардино-Балкарская Республика,2008,38.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2008,30.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2008,33.0,Республика Северная Осетия - Алания
        Чеченская Республика,2008,449.0,Чеченская Республика
        Ставропольский край,2008,133.0,Ставропольский край
        Республика Башкортостан,2008,239.0,Республика Башкортостан
        Республика Марий Эл,2008,27.0,Республика Марий Эл
        Республика Мордовия,2008,13.0,Республика Мордовия
        Республика Татарстан (Татарстан),2008,88.0,Республика Татарстан
        Удмуртская Республика,2008,73.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2008,37.0,Чувашская Республика
        Пермский край,2008,125.0,Пермский край
        Кировская область,2008,49.0,Кировская область
        Нижегородская область,2008,75.0,Нижегородская область
        Оренбургская область,2008,111.0,Оренбургская область
        Пензенская область,2008,38.0,Пензенская область
        Самарская область,2008,66.0,Самарская область
        Саратовская область,2008,64.0,Саратовская область
        Ульяновская область,2008,43.0,Ульяновская область
        Курганская область,2008,71.0,Курганская область
        Свердловская область,2008,109.0,Свердловская область
        Тюменская область,2008,132.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2008,19.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2008,44.0,Ямало-Ненецкий автономный округ
        Челябинская область,2008,105.0,Челябинская область
        Республика Алтай,2008,37.0,Республика Алтай
        Республика Тыва,2008,70.0,Республика Тыва
        Республика Хакасия,2008,38.0,Республика Хакасия
        Алтайский край,2008,138.0,Алтайский край
        Красноярский край,2008,144.0,Красноярский край
        Иркутская область,2008,113.0,Иркутская область
        Кемеровская область - Кузбасс,2008,64.0,Кемеровская область
        Новосибирская область,2008,91.0,Новосибирская область
        Омская область,2008,81.0,Омская область
        Томская область,2008,50.0,Томская область
        Республика Бурятия,2008,82.0,Республика Бурятия
        Забайкальский край,2008,61.0,Забайкальский край
            Агинский Бурятский округ (Забайкальский край),2008,4.0,Забайкальский край
        Республика Саха (Якутия),2008,54.0,Республика Саха (Якутия)
        Камчатский край,2008,2.0,Камчатский край
        Приморский край,2008,78.0,Приморский край
        Хабаровский край,2008,55.0,Хабаровский край
        Амурская область,2008,72.0,Амурская область
        Магаданская область,2008,4.0,Магаданская область
        Сахалинская область,2008,9.0,Сахалинская область
        Еврейская автономная область,2008,11.0,Еврейская автономная область
        Чукотский автономный округ,2008,4.0,Чукотский автономный округ
        Белгородская область,2009,31.0,Белгородская область
        Брянская область,2009,41.0,Брянская область
        Владимирская область,2009,35.0,Владимирская область
        Воронежская область,2009,54.0,Воронежская область
        Ивановская область,2009,12.0,Ивановская область
        Калужская область,2009,23.0,Калужская область
        Костромская область,2009,28.0,Костромская область
        Курская область,2009,29.0,Курская область
        Липецкая область,2009,36.0,Липецкая область
        Московская область,2009,84.0,Московская область
        Орловская область,2009,29.0,Орловская область
        Рязанская область,2009,37.0,Рязанская область
        Смоленская область,2009,30.0,Смоленская область
        Тамбовская область,2009,33.0,Тамбовская область
        Тверская область,2009,34.0,Тверская область
        Тульская область,2009,27.0,Тульская область
        Ярославская область,2009,20.0,Ярославская область
        Республика Карелия,2009,10.0,Республика Карелия
        Республика Коми,2009,20.0,Республика Коми
        Архангельская область,2009,37.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2009,2.0,Ненецкий автономный округ
        Вологодская область,2009,46.0,Вологодская область
        Калининградская область,2009,14.0,Калининградская область
        Ленинградская область,2009,28.0,Ленинградская область
        Мурманская область,2009,8.0,Мурманская область
        Новгородская область,2009,19.0,Новгородская область
        Псковская область,2009,21.0,Псковская область
        Республика Адыгея (Адыгея),2009,14.0,Республика Адыгея
        Республика Калмыкия,2009,35.0,Республика Калмыкия
        Краснодарский край,2009,199.0,Краснодарский край
        Астраханская область,2009,40.0,Астраханская область
        Волгоградская область,2009,93.0,Волгоградская область
        Ростовская область,2009,167.0,Ростовская область
        Республика Дагестан,2009,364.0,Республика Дагестан
        Республика Ингушетия,2009,45.0,Республика Ингушетия
        Кабардино-Балкарская Республика,2009,41.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2009,32.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2009,41.0,Республика Северная Осетия - Алания
        Чеченская Республика,2009,441.0,Чеченская Республика
        Ставропольский край,2009,136.0,Ставропольский край
        Республика Башкортостан,2009,190.0,Республика Башкортостан
        Республика Марий Эл,2009,29.0,Республика Марий Эл
        Республика Мордовия,2009,26.0,Республика Мордовия
        Республика Татарстан (Татарстан),2009,79.0,Республика Татарстан
        Удмуртская Республика,2009,58.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2009,46.0,Чувашская Республика
        Пермский край,2009,100.0,Пермский край
        Кировская область,2009,43.0,Кировская область
        Нижегородская область,2009,79.0,Нижегородская область
        Оренбургская область,2009,119.0,Оренбургская область
        Пензенская область,2009,27.0,Пензенская область
        Самарская область,2009,62.0,Самарская область
        Саратовская область,2009,66.0,Саратовская область
        Ульяновская область,2009,30.0,Ульяновская область
        Курганская область,2009,57.0,Курганская область
        Свердловская область,2009,78.0,Свердловская область
        Тюменская область,2009,120.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2009,14.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2009,47.0,Ямало-Ненецкий автономный округ
        Челябинская область,2009,113.0,Челябинская область
        Республика Алтай,2009,29.0,Республика Алтай
        Республика Тыва,2009,75.0,Республика Тыва
        Республика Хакасия,2009,25.0,Республика Хакасия
        Алтайский край,2009,150.0,Алтайский край
        Красноярский край,2009,167.0,Красноярский край
        Иркутская область,2009,144.0,Иркутская область
        Кемеровская область - Кузбасс,2009,66.0,Кемеровская область
        Новосибирская область,2009,102.0,Новосибирская область
        Омская область,2009,85.0,Омская область
        Томская область,2009,39.0,Томская область
        Республика Бурятия,2009,88.0,Республика Бурятия
        Забайкальский край,2009,54.0,Забайкальский край
            Агинский Бурятский округ (Забайкальский край),2009,6.0,Забайкальский край
        Республика Саха (Якутия),2009,60.0,Республика Саха (Якутия)
        Камчатский край,2009,8.0,Камчатский край
        Приморский край,2009,85.0,Приморский край
        Хабаровский край,2009,47.0,Хабаровский край
        Амурская область,2009,68.0,Амурская область
        Магаданская область,2009,2.0,Магаданская область
        Сахалинская область,2009,10.0,Сахалинская область
        Еврейская автономная область,2009,16.0,Еврейская автономная область
        Чукотский автономный округ,2009,6.0,Чукотский автономный округ
        Белгородская область,2010,33.0,Белгородская область
        Брянская область,2010,52.0,Брянская область
        Владимирская область,2010,33.0,Владимирская область
        Воронежская область,2010,45.0,Воронежская область
        Ивановская область,2010,10.0,Ивановская область
        Калужская область,2010,21.0,Калужская область
        Костромская область,2010,23.0,Костромская область
        Курская область,2010,21.0,Курская область
        Липецкая область,2010,30.0,Липецкая область
        Московская область,2010,70.0,Московская область
        Орловская область,2010,30.0,Орловская область
        Рязанская область,2010,39.0,Рязанская область
        Смоленская область,2010,22.0,Смоленская область
        Тамбовская область,2010,18.0,Тамбовская область
        Тверская область,2010,30.0,Тверская область
        Тульская область,2010,27.0,Тульская область
        Ярославская область,2010,21.0,Ярославская область
        Республика Карелия,2010,11.0,Республика Карелия
        Республика Коми,2010,21.0,Республика Коми
        Архангельская область,2010,36.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2010,1.0,Ненецкий автономный округ
        Вологодская область,2010,37.0,Вологодская область
        Калининградская область,2010,12.0,Калининградская область
        Ленинградская область,2010,36.0,Ленинградская область
        Мурманская область,2010,5.0,Мурманская область
        Новгородская область,2010,22.0,Новгородская область
        Псковская область,2010,17.0,Псковская область
        Республика Адыгея (Адыгея),2010,22.0,Республика Адыгея
        Республика Калмыкия,2010,22.0,Республика Калмыкия
        Краснодарский край,2010,190.0,Краснодарский край
        Астраханская область,2010,35.0,Астраханская область
        Волгоградская область,2010,90.0,Волгоградская область
