region,year,retail_per_capita,region_standard
        Республика Башкортостан,2011,142076.0,Республика Башкортостан
        Республика Марий Эл,2011,72458.0,Республика Марий Эл
        Республика Мордовия,2011,63899.0,Республика Мордовия
        Республика Татарстан (Татарстан),2011,140930.0,Республика Татарстан
        Удмуртская Республика,2011,92161.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2011,77713.0,Чувашская Республика
        Пермский край,2011,138994.0,Пермский край
        Кировская область,2011,87463.0,Кировская область
        Нижегородская область,2011,127638.0,Нижегородская область
        Оренбургская область,2011,92277.0,Оренбургская область
        Пензенская область,2011,94921.0,Пензенская область
        Самарская область,2011,144316.0,Самарская область
        Саратовская область,2011,85312.0,Саратовская область
        Ульяновская область,2011,89749.0,Ульяновская область
    Уральский федеральный округ,2011,151904.0,
        Курганская область,2011,88641.0,Курганская область
        Свердловская область,2011,177705.0,Свердловская область
        Тюменская область,2011,167359.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2011,175531.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2011,186174.0,Ямало-Ненецкий автономный округ
            Тюменская область (без АО),2011,0.0,Тюменская область
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2011,0.0,Тюменская область
        Челябинская область,2011,121151.0,Челябинская область
    Сибирский федеральный округ,2011,107192.0,
        Республика Алтай,2011,68981.0,Республика Алтай
        Республика Тыва,2011,44509.0,Республика Тыва
        Республика Хакасия,2011,86496.0,Республика Хакасия
        Алтайский край,2011,90402.0,Алтайский край
        Красноярский край,2011,127607.0,Красноярский край
        Иркутская область,2011,93088.0,Иркутская область
        Кемеровская область - Кузбасс,2011,104236.0,Кемеровская область
        Новосибирская область,2011,137594.0,Новосибирская область
        Омская область,2011,115704.0,Омская область
        Томская область,2011,88355.0,Томская область
    Дальневосточный федеральный округ,2011,118241.0,
        Республика Бурятия,2011,103903.0,Республика Бурятия
        Забайкальский край,2011,96453.0,Забайкальский край
        Республика Саха (Якутия),2011,124938.0,Республика Саха (Якутия)
        Камчатский край,2011,117384.0,Камчатский край
        Приморский край,2011,100306.0,Приморский край
        Хабаровский край,2011,124477.0,Хабаровский край
        Амурская область,2011,104233.0,Амурская область
        Магаданская область,2011,109333.0,Магаданская область
        Сахалинская область,2011,196320.0,Сахалинская область
        Еврейская автономная область,2011,88141.0,Еврейская автономная область
        Чукотский автономный округ,2011,118075.0,Чукотский автономный округ
Российская Федерация,2012,149401.0,
    Центральный федеральный округ,2012,188757.0,
        Белгородская область,2012,129904.0,Белгородская область
        Брянская область,2012,121136.0,Брянская область
        Владимирская область,2012,103848.0,Владимирская область
        Воронежская область,2012,139133.0,Воронежская область
        Ивановская область,2012,109822.0,Ивановская область
        Калужская область,2012,133102.0,Калужская область
        Костромская область,2012,95792.0,Костромская область
        Курская область,2012,117703.0,Курская область
        Липецкая область,2012,134049.0,Липецкая область
        Московская область,2012,179869.0,Московская область
        Орловская область,2012,105501.0,Орловская область
        Рязанская область,2012,112985.0,Рязанская область
        Смоленская область,2012,123289.0,Смоленская область
        Тамбовская область,2012,122576.0,Тамбовская область
        Тверская область,2012,120844.0,Тверская область
        Тульская область,2012,124580.0,Тульская область
        Ярославская область,2012,114121.0,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,2012,305395.0,Москва
    Северо-Западный федеральный округ,2012,143732.0,
        Республика Карелия,2012,122886.0,Республика Карелия
        Республика Коми,2012,155776.0,Республика Коми
        Архангельская область,2012,135625.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2012,145446.0,Ненецкий автономный округ
            Архангельская область (без АО),2012,0.0,Архангельская область
            Архангельская область (кроме Ненецкого автономного округа),2012,0.0,Архангельская область
        Вологодская область,2012,104966.0,Вологодская область
        Калининградская область,2012,114980.0,Калининградская область
        Ленинградская область,2012,132297.0,Ленинградская область
        Мурманская область,2012,157480.0,Мурманская область
        Новгородская область,2012,122628.0,Новгородская область
        Псковская область,2012,115337.0,Псковская область
        Город Санкт-Петербург город федерального значения,2012,169270.0,Санкт-Петербург
    Южный федеральный округ (с 2010 года),2012,138131.0,
        Республика Адыгея (Адыгея),2012,129374.0,Республика Адыгея
        Республика Калмыкия,2012,51125.0,Республика Калмыкия
        Краснодарский край,2012,153806.0,Краснодарский край
        Астраханская область,2012,131101.0,Астраханская область
        Волгоградская область,2012,107858.0,Волгоградская область
        Ростовская область,2012,145419.0,Ростовская область
    Северо-Кавказский федеральный округ,2012,114718.0,
        Республика Дагестан,2012,135860.0,Республика Дагестан
        Республика Ингушетия,2012,33021.0,Республика Ингушетия
        Кабардино-Балкарская Республика,2012,93771.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2012,70974.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2012,108101.0,Республика Северная Осетия - Алания
        Чеченская Республика,2012,69225.0,Чеченская Республика
        Ставропольский край,2012,142205.0,Ставропольский край
    Приволжский федеральный округ,2012,131367.0,
        Республика Башкортостан,2012,156044.0,Республика Башкортостан
        Республика Марий Эл,2012,81095.0,Республика Марий Эл
        Республика Мордовия,2012,70185.0,Республика Мордовия
        Республика Татарстан (Татарстан),2012,170670.0,Республика Татарстан
        Удмуртская Республика,2012,103388.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2012,87331.0,Чувашская Республика
        Пермский край,2012,152587.0,Пермский край
        Кировская область,2012,99190.0,Кировская область
        Нижегородская область,2012,146559.0,Нижегородская область
        Оренбургская область,2012,105992.0,Оренбургская область
        Пензенская область,2012,102798.0,Пензенская область
        Самарская область,2012,156220.0,Самарская область
        Саратовская область,2012,97340.0,Саратовская область
        Ульяновская область,2012,103846.0,Ульяновская область
    Уральский федеральный округ,2012,169676.0,
        Курганская область,2012,98070.0,Курганская область
        Свердловская область,2012,199179.0,Свердловская область
        Тюменская область,2012,187416.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2012,192753.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2012,201376.0,Ямало-Ненецкий автономный округ
            Тюменская область (без АО),2012,0.0,Тюменская область
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2012,0.0,Тюменская область
        Челябинская область,2012,133717.0,Челябинская область
    Сибирский федеральный округ,2012,120963.0,
        Республика Алтай,2012,75583.0,Республика Алтай
        Республика Тыва,2012,48949.0,Республика Тыва
        Республика Хакасия,2012,106164.0,Республика Хакасия
        Алтайский край,2012,105754.0,Алтайский край
        Красноярский край,2012,149112.0,Красноярский край
        Иркутская область,2012,103165.0,Иркутская область
        Кемеровская область - Кузбасс,2012,115686.0,Кемеровская область
        Новосибирская область,2012,147816.0,Новосибирская область
        Омская область,2012,133668.0,Омская область
        Томская область,2012,99139.0,Томская область
    Дальневосточный федеральный округ,2012,130765.0,
        Республика Бурятия,2012,116893.0,Республика Бурятия
        Забайкальский край,2012,105860.0,Забайкальский край
        Республика Саха (Якутия),2012,135106.0,Республика Саха (Якутия)
        Камчатский край,2012,125603.0,Камчатский край
        Приморский край,2012,110100.0,Приморский край
        Хабаровский край,2012,137596.0,Хабаровский край
        Амурская область,2012,127200.0,Амурская область
        Магаданская область,2012,126320.0,Магаданская область
        Сахалинская область,2012,209149.0,Сахалинская область
        Еврейская автономная область,2012,98243.0,Еврейская автономная область
        Чукотский автономный округ,2012,113267.0,Чукотский автономный округ
Российская Федерация,2013,165051.0,
    Центральный федеральный округ,2013,207394.0,
        Белгородская область,2013,144992.0,Белгородская область
        Брянская область,2013,138669.0,Брянская область
        Владимирская область,2013,116202.0,Владимирская область
        Воронежская область,2013,158218.0,Воронежская область
        Ивановская область,2013,121813.0,Ивановская область
        Калужская область,2013,144553.0,Калужская область
        Костромская область,2013,104945.0,Костромская область
        Курская область,2013,130337.0,Курская область
        Липецкая область,2013,151358.0,Липецкая область
        Московская область,2013,191797.0,Московская область
        Орловская область,2013,116988.0,Орловская область
        Рязанская область,2013,123656.0,Рязанская область
        Смоленская область,2013,134889.0,Смоленская область
        Тамбовская область,2013,139912.0,Тамбовская область
        Тверская область,2013,133177.0,Тверская область
        Тульская область,2013,136909.0,Тульская область
        Ярославская область,2013,131399.0,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,2013,333529.0,Москва
    Северо-Западный федеральный округ,2013,156056.0,
        Республика Карелия,2013,136581.0,Республика Карелия
        Республика Коми,2013,167697.0,Республика Коми
        Архангельская область,2013,154320.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2013,158161.0,Ненецкий автономный округ
            Архангельская область (без АО),2013,154177.0,Архангельская область
            Архангельская область (кроме Ненецкого автономного округа),2013,154177.0,Архангельская область
        Вологодская область,2013,112774.0,Вологодская область
        Калининградская область,2013,123113.0,Калининградская область
        Ленинградская область,2013,141100.0,Ленинградская область
        Мурманская область,2013,177300.0,Мурманская область
        Новгородская область,2013,136772.0,Новгородская область
        Псковская область,2013,127898.0,Псковская область
        Город Санкт-Петербург город федерального значения,2013,181245.0,Санкт-Петербург
    Южный федеральный округ (с 2010 года),2013,153160.0,
        Республика Адыгея (Адыгея),2013,151236.0,Республика Адыгея
        Республика Калмыкия,2013,56382.0,Республика Калмыкия
        Краснодарский край,2013,170772.0,Краснодарский край
        Астраханская область,2013,147954.0,Астраханская область
        Волгоградская область,2013,117073.0,Волгоградская область
        Ростовская область,2013,160683.0,Ростовская область
    Северо-Кавказский федеральный округ,2013,126431.0,
        Республика Дагестан,2013,152841.0,Республика Дагестан
        Республика Ингушетия,2013,36955.0,Республика Ингушетия
        Кабардино-Балкарская Республика,2013,104645.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2013,73742.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2013,119453.0,Республика Северная Осетия - Алания
        Чеченская Республика,2013,77088.0,Чеченская Республика
        Ставропольский край,2013,153772.0,Ставропольский край
    Приволжский федеральный округ,2013,147131.0,
        Республика Башкортостан,2013,177555.0,Республика Башкортостан
        Республика Марий Эл,2013,92500.0,Республика Марий Эл
        Республика Мордовия,2013,77284.0,Республика Мордовия
        Республика Татарстан (Татарстан),2013,186147.0,Республика Татарстан
        Удмуртская Республика,2013,116969.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2013,96535.0,Чувашская Республика
        Пермский край,2013,172008.0,Пермский край
        Кировская область,2013,113482.0,Кировская область
        Нижегородская область,2013,164303.0,Нижегородская область
        Оренбургская область,2013,119649.0,Оренбургская область
        Пензенская область,2013,118598.0,Пензенская область
        Самарская область,2013,173881.0,Самарская область
        Саратовская область,2013,106880.0,Саратовская область
        Ульяновская область,2013,116681.0,Ульяновская область
    Уральский федеральный округ,2013,188497.0,
        Курганская область,2013,107661.0,Курганская область
        Свердловская область,2013,220916.0,Свердловская область
        Тюменская область,2013,211812.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2013,214602.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2013,221694.0,Ямало-Ненецкий автономный округ
            Тюменская область (без АО),2013,204811.0,Тюменская область
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2013,204811.0,Тюменская область
        Челябинская область,2013,145198.0,Челябинская область
    Сибирский федеральный округ,2013,132484.0,
        Республика Алтай,2013,83988.0,Республика Алтай
        Республика Тыва,2013,54096.0,Республика Тыва
        Республика Хакасия,2013,113937.0,Республика Хакасия
        Алтайский край,2013,118096.0,Алтайский край
        Красноярский край,2013,162148.0,Красноярский край
        Иркутская область,2013,110126.0,Иркутская область
        Кемеровская область - Кузбасс,2013,125935.0,Кемеровская область
        Новосибирская область,2013,159368.0,Новосибирская область
        Омская область,2013,149230.0,Омская область
        Томская область,2013,110583.0,Томская область
    Дальневосточный федеральный округ,2013,147891.0,
        Республика Бурятия,2013,134060.0,Республика Бурятия
        Забайкальский край,2013,116140.0,Забайкальский край
        Республика Саха (Якутия),2013,149556.0,Республика Саха (Якутия)
        Камчатский край,2013,132314.0,Камчатский край
        Приморский край,2013,128066.0,Приморский край
        Хабаровский край,2013,156908.0,Хабаровский край
        Амурская область,2013,145301.0,Амурская область
        Магаданская область,2013,153398.0,Магаданская область
        Сахалинская область,2013,228920.0,Сахалинская область
        Еврейская автономная область,2013,108408.0,Еврейская автономная область
        Чукотский автономный округ,2013,108218.0,Чукотский автономный округ
Российская Федерация,2014,180410.0,
    Центральный федеральный округ,2014,231873.0,
        Белгородская область,2014,164079.0,Белгородская область
        Брянская область,2014,158501.0,Брянская область
        Владимирская область,2014,129564.0,Владимирская область
        Воронежская область,2014,181499.0,Воронежская область
        Ивановская область,2014,138185.0,Ивановская область
        Калужская область,2014,161623.0,Калужская область
        Костромская область,2014,114959.0,Костромская область
        Курская область,2014,146850.0,Курская область
        Липецкая область,2014,171096.0,Липецкая область
        Московская область,2014,220314.0,Московская область
        Орловская область,2014,131430.0,Орловская область
        Рязанская область,2014,140026.0,Рязанская область
        Смоленская область,2014,150008.0,Смоленская область
        Тамбовская область,2014,157556.0,Тамбовская область
        Тверская область,2014,153135.0,Тверская область
        Тульская область,2014,152864.0,Тульская область
        Ярославская область,2014,149623.0,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,2014,365089.0,Москва
    Северо-Западный федеральный округ,2014,172438.0,
        Республика Карелия,2014,153651.0,Республика Карелия
        Республика Коми,2014,181937.0,Республика Коми
        Архангельская область,2014,176491.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2014,178374.0,Ненецкий автономный округ
            Архангельская область (без АО),2014,176420.0,Архангельская область
            Архангельская область (кроме Ненецкого автономного округа),2014,176420.0,Архангельская область
        Вологодская область,2014,125014.0,Вологодская область
        Калининградская область,2014,136627.0,Калининградская область
        Ленинградская область,2014,156780.0,Ленинградская область
        Мурманская область,2014,196946.0,Мурманская область
        Новгородская область,2014,155324.0,Новгородская область
        Псковская область,2014,144799.0,Псковская область
        Город Санкт-Петербург город федерального значения,2014,197144.0,Санкт-Петербург
    Южный федеральный округ (с 2010 года),2014,171997.0,
        Республика Адыгея (Адыгея),2014,164975.0,Республика Адыгея
        Республика Калмыкия,2014,62779.0,Республика Калмыкия
        Республика Крым,2014,79010.0,Республика Крым
        Краснодарский край,2014,196892.0,Краснодарский край
        Астраханская область,2014,162393.0,Астраханская область
        Волгоградская область,2014,126856.0,Волгоградская область
        Ростовская область,2014,177702.0,Ростовская область
        Город федерального значения Севастополь,2014,90459.0,Севастополь
    Северо-Кавказский федеральный округ,2014,139263.0,
        Республика Дагестан,2014,171054.0,Республика Дагестан
        Республика Ингушетия,2014,41805.0,Республика Ингушетия
        Кабардино-Балкарская Республика,2014,116477.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2014,78422.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2014,131840.0,Республика Северная Осетия - Алания
        Чеченская Республика,2014,88310.0,Чеченская Республика
        Ставропольский край,2014,165228.0,Ставропольский край
    Приволжский федеральный округ,2014,163193.0,
        Республика Башкортостан,2014,191935.0,Республика Башкортостан
        Республика Марий Эл,2014,106277.0,Республика Марий Эл
        Республика Мордовия,2014,89808.0,Республика Мордовия
        Республика Татарстан (Татарстан),2014,203038.0,Республика Татарстан
        Удмуртская Республика,2014,129660.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2014,106444.0,Чувашская Республика
        Пермский край,2014,184849.0,Пермский край
        Кировская область,2014,126231.0,Кировская область
        Нижегородская область,2014,190206.0,Нижегородская область
        Оренбургская область,2014,134482.0,Оренбургская область
        Пензенская область,2014,133259.0,Пензенская область
        Самарская область,2014,194188.0,Самарская область
        Саратовская область,2014,120725.0,Саратовская область
        Ульяновская область,2014,129143.0,Ульяновская область
    Уральский федеральный округ,2014,198727.0,
        Курганская область,2014,117095.0,Курганская область
        Свердловская область,2014,230949.0,Свердловская область
        Тюменская область,2014,223265.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2014,224038.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2014,235512.0,Ямало-Ненецкий автономный округ
            Тюменская область (без АО),2014,217731.0,Тюменская область
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2014,217731.0,Тюменская область
        Челябинская область,2014,154226.0,Челябинская область
    Сибирский федеральный округ,2014,139720.0,
        Республика Алтай,2014,97474.0,Республика Алтай
        Республика Тыва,2014,60063.0,Республика Тыва
        Республика Хакасия,2014,123176.0,Республика Хакасия
        Алтайский край,2014,128376.0,Алтайский край
        Красноярский край,2014,171796.0,Красноярский край
        Иркутская область,2014,118287.0,Иркутская область
        Кемеровская область - Кузбасс,2014,122765.0,Кемеровская область
        Новосибирская область,2014,168581.0,Новосибирская область
        Омская область,2014,158990.0,Омская область
        Томская область,2014,115052.0,Томская область
    Дальневосточный федеральный округ,2014,167755.0,
        Республика Бурятия,2014,141496.0,Республика Бурятия
        Забайкальский край,2014,124928.0,Забайкальский край
        Республика Саха (Якутия),2014,173477.0,Республика Саха (Якутия)
        Камчатский край,2014,143851.0,Камчатский край
        Приморский край,2014,147683.0,Приморский край
        Хабаровский край,2014,178673.0,Хабаровский край
        Амурская область,2014,163781.0,Амурская область
        Магаданская область,2014,174694.0,Магаданская область
        Сахалинская область,2014,250253.0,Сахалинская область
        Еврейская автономная область,2014,117276.0,Еврейская автономная область
        Чукотский автономный округ,2014,102795.0,Чукотский автономный округ
    Крымский федеральный округ,2014,80958.0,
Российская Федерация,2015,188017.0,
    Центральный федеральный округ,2015,237737.0,
        Белгородская область,2015,178097.0,Белгородская область
        Брянская область,2015,177048.0,Брянская область
        Владимирская область,2015,139408.0,Владимирская область
        Воронежская область,2015,198814.0,Воронежская область
        Ивановская область,2015,143349.0,Ивановская область
        Калужская область,2015,167204.0,Калужская область
        Костромская область,2015,131002.0,Костромская область
        Курская область,2015,160712.0,Курская область
        Липецкая область,2015,186603.0,Липецкая область
        Московская область,2015,237152.0,Московская область
        Орловская область,2015,150709.0,Орловская область
        Рязанская область,2015,148687.0,Рязанская область
        Смоленская область,2015,163628.0,Смоленская область
        Тамбовская область,2015,172696.0,Тамбовская область
        Тверская область,2015,161161.0,Тверская область
        Тульская область,2015,167802.0,Тульская область
        Ярославская область,2015,160850.0,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,2015,351448.0,Москва
    Северо-Западный федеральный округ,2015,187811.0,
        Республика Карелия,2015,164576.0,Республика Карелия
        Республика Коми,2015,174886.0,Республика Коми
        Архангельская область,2015,194266.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2015,192201.0,Ненецкий автономный округ
            Архангельская область (без АО),2015,194345.0,Архангельская область
            Архангельская область (кроме Ненецкого автономного округа),2015,194345.0,Архангельская область
        Вологодская область,2015,132285.0,Вологодская область
        Калининградская область,2015,145944.0,Калининградская область
        Ленинградская область,2015,175173.0,Ленинградская область
        Мурманская область,2015,201079.0,Мурманская область
        Новгородская область,2015,173380.0,Новгородская область
        Псковская область,2015,156702.0,Псковская область
        Город Санкт-Петербург город федерального значения,2015,219750.0,Санкт-Петербург
    Южный федеральный округ (с 2010 года),2015,185238.0,
    Южный федеральный округ (с 29.07.2016),2015,185238.0,
        Республика Адыгея (Адыгея),2015,162621.0,Республика Адыгея
        Республика Калмыкия,2015,64025.0,Республика Калмыкия
        Республика Крым,2015,112916.0,Республика Крым
        Краснодарский край,2015,211644.0,Краснодарский край
        Астраханская область,2015,170883.0,Астраханская область
        Волгоградская область,2015,135950.0,Волгоградская область
        Ростовская область,2015,194599.0,Ростовская область
        Город федерального значения Севастополь,2015,94360.0,Севастополь
    Северо-Кавказский федеральный округ,2015,155172.0,
        Республика Дагестан,2015,205890.0,Республика Дагестан
        Республика Ингушетия,2015,46598.0,Республика Ингушетия
        Кабардино-Балкарская Республика,2015,131108.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2015,74891.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2015,144655.0,Республика Северная Осетия - Алания
        Чеченская Республика,2015,106136.0,Чеченская Республика
        Ставропольский край,2015,166622.0,Ставропольский край
    Приволжский федеральный округ,2015,164339.0,
        Республика Башкортостан,2015,192720.0,Республика Башкортостан
        Республика Марий Эл,2015,111526.0,Республика Марий Эл
        Республика Мордовия,2015,96377.0,Республика Мордовия
        Республика Татарстан (Татарстан),2015,200999.0,Республика Татарстан
        Удмуртская Республика,2015,136441.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2015,110509.0,Чувашская Республика
        Пермский край,2015,181373.0,Пермский край
        Кировская область,2015,134426.0,Кировская область
        Нижегородская область,2015,191452.0,Нижегородская область
        Оренбургская область,2015,139328.0,Оренбургская область
        Пензенская область,2015,141527.0,Пензенская область
        Самарская область,2015,183836.0,Самарская область
        Саратовская область,2015,126139.0,Саратовская область
        Ульяновская область,2015,134072.0,Ульяновская область
    Уральский федеральный округ,2015,202089.0,
        Курганская область,2015,122152.0,Курганская область
        Свердловская область,2015,239283.0,Свердловская область
        Тюменская область,2015,230504.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2015,229048.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2015,245559.0,Ямало-Ненецкий автономный округ
            Тюменская область (без АО),2015,226531.0,Тюменская область
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2015,226531.0,Тюменская область
        Челябинская область,2015,146636.0,Челябинская область
    Сибирский федеральный округ,2015,141859.0,
        Республика Алтай,2015,100956.0,Республика Алтай
        Республика Тыва,2015,68576.0,Республика Тыва
        Республика Хакасия,2015,137261.0,Республика Хакасия
        Алтайский край,2015,134925.0,Алтайский край
        Красноярский край,2015,165372.0,Красноярский край
        Иркутская область,2015,120490.0,Иркутская область
        Кемеровская область - Кузбасс,2015,126178.0,Кемеровская область
        Новосибирская область,2015,161317.0,Новосибирская область
        Омская область,2015,155026.0,Омская область
        Томская область,2015,124791.0,Томская область
    Дальневосточный федеральный округ,2015,191617.0,
        Республика Бурятия,2015,165812.0,Республика Бурятия
        Забайкальский край,2015,135400.0,Забайкальский край
        Республика Саха (Якутия),2015,196688.0,Республика Саха (Якутия)
        Камчатский край,2015,159247.0,Камчатский край
        Приморский край,2015,176963.0,Приморский край
        Хабаровский край,2015,203200.0,Хабаровский край
        Амурская область,2015,182491.0,Амурская область
        Магаданская область,2015,187765.0,Магаданская область
        Сахалинская область,2015,272527.0,Сахалинская область
        Еврейская автономная область,2015,133748.0,Еврейская автономная область
        Чукотский автономный округ,2015,119335.0,Чукотский автономный округ
    Крымский федеральный округ,2015,109640.0,
Российская Федерация,2016,192541.0,
    Центральный федеральный округ,2016,243426.0,
        Белгородская область,2016,192504.0,Белгородская область
